9.177113795363193161e-01,9.250836429395331573e-01,9.113156191122031569e-01
8.867841696707119414e-01,8.715542850080284509e-01,8.777660380631190362e-01
7.966642274982899119e-01,7.640103773690449795e-01,7.755450767459525219e-01
7.434669748021305313e-01,7.346224879907834460e-01,7.188503131600086915e-01
-3.361469492339073245e-02,-2.143974851965098904e-01,-1.173617770486384271e-01
6.899900891919473755e-01,6.786453339717009037e-01,6.899732988515987486e-01
8.903699828732406507e-01,8.501398245274864873e-01,8.826966763700645480e-01
9.189812536154493561e-01,9.271243511139664051e-01,9.266078045377890149e-01
9.146249321579783542e-01,9.281353271540727645e-01,9.131122204670536480e-01
7.595829297440158667e-01,7.694264411808324766e-01,7.447087039846227441e-01
5.665536650086113735e-01,5.453275656943685767e-01,5.569889155456323460e-01
8.085653001491210912e-01,8.380827998865604256e-01,8.155602611913710387e-01
8.490466307227771958e-01,8.583465758538817436e-01,8.622017025957563474e-01
8.683447217154982578e-01,9.009353302953607701e-01,8.953053100129441111e-01
1.320174153636378134e-01,2.004797297753419527e-01,1.631777735018236919e-01
4.798425801681935332e-01,4.596674656173259099e-01,4.659210418414624910e-01
7.808713914318566873e-01,8.257128316484423358e-01,7.625310412473977895e-01
7.989046459113456899e-01,7.951199039459678763e-01,7.689296831801420984e-01
7.810109349042738680e-01,8.125357373219460611e-01,7.880966476148194566e-01
7.423591052511511190e-01,7.615632486337408080e-01,7.068025836786802074e-01
3.688605090780733287e-01,3.723799356038731134e-01,4.427504214071004141e-01
7.979739202578894908e-01,7.505715663995214948e-01,7.968013464276346713e-01
9.372023479760906994e-01,9.264797936654474153e-01,9.166753645983209964e-01
8.344002487441353200e-01,8.493600419442922655e-01,8.224770515545770655e-01
9.001154034899632173e-01,8.949781224712725081e-01,8.771733050544573418e-01
8.514820183040585633e-01,8.486456746454515976e-01,8.472257782655363556e-01
6.897676499434435282e-01,7.352160088834240881e-01,7.001178626522563953e-01
6.325423869832937918e-01,6.692322325740684974e-01,6.620312823979485062e-01
3.770167112963209721e-01,4.424712433759386832e-01,4.667143503809805249e-01
8.110485837851210134e-01,8.090461766385179665e-01,7.946936570871759864e-01
